tenure,MonthlyCharges,TotalCharges,avg_monthly_charge_per_tenure,num_services,gender_Male,SeniorCitizen_1,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
-0.6013175,0.24317384,-0.21758318,0.15772405,-0.027231345,-0.015622304,0.056575093,-0.0033643655,0.009745043,-0.0070736106,-0.0015985897,0.022146842,0.19732949,0.022624714,0.0071581276,-0.13868292,0.0013512027,-0.024088766,0.0005721984,-0.00080314407,5.4101594e-05,-0.09071643,0.0,0.025759924,0.0,0.032139234,0.049601216,-1.0326993,0.034967914,0.0004185545,-0.12993522,0.0013007976
-0.40940917,-0.14001389,-0.11902527,-0.023152458,0.005507056,0.0039941403,-0.028603464,0.00984293,0.014150935,0.15886265,0.035483625,-0.037239924,-0.35194886,0.055153877,0.01576969,0.05300792,0.004414127,0.0073332274,0.0006582747,0.0058844476,0.00011741461,0.05154165,0.0,-0.046724137,0.0,-0.054354273,0.1451969,0.22469309,0.073151246,0.0044181515,-0.19776642,0.0037547392
0.22699934,0.15237421,0.14598829,-0.0054030637,0.010472919,0.0035447078,0.06350514,0.00033482275,0.020822477,-0.010624118,-0.0023005328,0.096769124,0.40608296,0.048715886,0.019111121,0.0639747,0.0032252087,0.013509322,0.002020363,0.002909716,0.00011741461,0.04767382,0.0,-0.051489454,0.0,0.07588195,0.16262868,0.26615137,0.10107002,-0.08472487,-0.14571217,0.0041981735
-0.08058479,-0.12429867,-0.0541568,-0.056479625,0.007975629,0.0012224093,-0.025377331,0.008451809,-0.037400298,-0.0372372,-0.00806055,-0.03917101,-0.38669327,0.05668455,0.020847032,0.031279508,0.0027263304,0.013092302,0.00095133035,0.0010101919,7.3888e-05,-0.08549037,0.0,-0.040236514,0.0,-0.04579641,0.121831656,0.19646461,-0.16958629,0.00055434596,-0.18609467,-0.019724606
-0.6281977,-0.014701061,-0.19765095,-0.05619293,0.016197473,0.0038559746,-0.015206396,-0.004519334,-0.04641307,-0.00844223,-0.0019109147,0.031112062,0.24205813,0.026729465,0.009120707,0.05993542,0.002233683,0.009267417,0.0006577953,0.0014296835,7.485642e-05,0.04709348,0.0,-0.033516403,0.0,0.046516508,0.062985316,-1.299485,0.05092901,-0.03719978,-0.16648887,0.0018781193
0.17566273,-0.24752404,0.06321463,-0.1219542,0.00075206807,-0.0006643516,-0.014916561,-0.008656358,-0.029053146,-0.017705776,-0.0034774013,-0.023554746,-0.377697,-0.21398668,-0.07979178,0.01774903,-0.012472559,0.006183519,-0.010503419,-0.00072495727,-0.00084771024,0.014719174,0.0,-0.024727404,0.0,-0.03011559,0.06013029,-1.1014807,-0.10759905,0.0012560386,-0.14993083,0.004791472
0.112061985,0.104974344,-0.0035817726,-0.018004257,0.008071236,-0.001492027,-0.00823054,0.0035834052,-0.11409372,-0.010579006,-0.0023545304,0.072715454,0.39124316,0.04241764,0.017470643,0.054936666,0.0034278245,-0.03172651,0.001598079,0.002540654,0.00011741461,0.050679553,0.0,0.051568955,0.0,-0.048820965,0.16722612,0.25814298,0.118348114,0.008922704,0.23359518,0.0033715728
-0.5758378,0.24879378,-0.23362815,0.078101225,-0.012627689,-0.032644223,-0.009871412,-0.0036960056,0.015505215,-0.009210045,-0.0021395178,0.03159014,0.2621113,0.029978357,0.008906645,0.06877044,0.002624398,-0.023011435,0.0006810251,0.0005751209,0.00011741461,0.04455259,0.0,0.05318234,0.0,0.112622984,-0.43836033,0.20222852,0.06026899,0.0037643162,-0.14545676,0.0014244267
-0.27065325,-0.11686877,-0.019718328,-0.00034913077,0.0011870019,-0.0029696464,-0.029151708,-0.008650575,0.008281714,0.123651676,0.029614268,-0.028370626,-0.29127696,0.044847485,0.012235508,-0.11362019,0.0023385554,0.0065537584,0.0004988679,0.0056484556,0.00011741461,0.023930427,0.0,-0.036104027,0.0,-0.10785049,-0.5190684,0.1630414,-0.13115467,-0.00998996,-0.17831565,0.0039626183
0.577,0.009736031,0.2208417,-0.043084536,-0.004810932,-0.0002032415,0.055234555,0.002284237,0.017506724,-0.0096125975,-0.0023881798,0.08223704,0.34383085,0.062059246,0.02279826,0.067949735,0.0048122066,0.014002514,0.0028009845,0.00086052745,0.0004328333,0.0424605,0.0,-0.035299294,0.0,-0.053788975,0.18660259,0.27558115,0.09766951,0.010625917,-0.1419869,-0.018193794
-0.011843617,-0.15343808,-0.010762941,0.00060203584,0.0057040113,-0.005226914,-0.018075459,-0.0050840266,0.014047168,0.1354922,0.025145512,-0.036514904,-0.3035745,0.058388136,0.02203348,-0.13816291,0.0028809495,0.015908498,0.0009080882,-3.4759636e-05,0.00011741461,0.02694773,0.0,-0.044558644,0.0,-0.03859264,0.13148288,0.2144226,-0.19261962,0.0009233012,0.3249948,0.0047791805
-0.30609807,-0.2431614,-0.03899433,-0.101042025,-0.00781808,-0.0011167699,-0.026470546,-0.010137555,0.008212723,-0.035146512,-0.0080301855,-0.032432985,-0.40894023,-0.19389717,-0.05058373,0.023365207,-0.018440997,0.003731221,-0.0042983857,-0.0001962331,-0.000581131,0.020457935,0.0,-0.044606775,0.0,-0.12256912,-0.46373704,0.14879587,0.056670927,0.0015323673,-0.1790297,0.003052258
-0.08200692,-0.2474845,0.007661987,-0.11669217,-0.0050290525,0.00013805271,-0.022627715,-0.007891342,-0.027958084,-0.032809515,-0.0065324507,-0.029411783,-0.37435946,-0.21359569,-0.07232516,0.016945213,-0.013185959,0.0044194986,-0.006096067,-0.0006914509,-0.000581131,0.014248865,0.0,-0.03943762,0.0,-0.11165772,-0.43385285,0.1448459,-0.13459651,0.0012599358,-0.1745278,-0.010383202
-0.38520738,-0.0968679,-0.2159179,-0.05472767,0.015726248,0.00046652195,-0.028363425,-0.0025437544,0.0077122627,-0.017491708,-0.003607373,-0.050592735,0.33691588,0.033092607,0.010424259,0.051640965,0.002593087,0.017532552,0.0006070902,0.0031085247,0.00011741461,0.0381863,0.0,-0.05801318,0.0,-0.05640594,0.14787571,0.21639834,-0.18322991,0.0024808813,-0.19863436,-0.013252774
0.05596488,-0.109786525,-0.050876494,-0.06566656,0.003104545,-0.0014163235,0.13232549,-0.013793505,0.010470267,-0.035792146,-0.006063306,-0.04925271,-0.38076922,0.05604021,0.019464036,-0.15876158,0.0029515615,-0.023956731,0.0011784184,0.00015471785,0.00011741461,0.026798315,0.0,-0.036635384,0.0,-0.049908746,0.13215049,0.21065776,0.078568414,0.00035992332,-0.18516725,0.006177639
-0.040320758,0.06890227,-0.09571391,0.0038557593,0.005073449,0.0072080228,-0.012380565,0.002708891,0.015539292,-0.013195688,-0.0026336934,-0.08510828,0.33269817,0.036083717,0.01605641,0.050659534,0.002649657,0.024069818,0.0010662044,0.0029804225,0.00011741461,0.046604507,0.0,0.0815294,0.0,0.06334494,0.1377241,0.24182887,-0.29850954,0.0072627165,0.24567218,0.0020303754
0.15624835,0.29767895,0.008621253,0.027578132,0.0011534382,0.0013984824,-0.009774289,0.00082153815,0.024153046,-0.010857614,-0.002239282,0.08684021,0.4243611,0.044253036,0.017991943,0.056263786,0.003672834,0.015846688,0.0015379882,-0.0035682886,0.00011741461,0.051839653,0.0,0.07439081,0.0,0.07772517,0.14430307,0.26837033,0.11681909,-0.09118216,-0.17452805,0.0031686188
-0.24461982,-0.21261257,-0.022298647,-0.09847293,-0.0016999934,-0.004685086,-0.014764303,0.002425359,-0.056940142,-0.024424989,-0.008123909,0.03092704,-0.38551924,-0.18691689,-0.061786238,0.022810826,-0.015987474,0.009185805,-0.007250165,-0.0012780286,-0.0003704938,0.020075217,0.0,-0.03211755,0.0,-0.032380726,0.06590778,-1.1410187,0.054831624,0.0015384787,0.25845942,0.0021998028
0.48940364,0.107837364,0.17872742,-0.05997632,0.010553381,0.0039415555,-0.006951708,0.0018620926,0.022151876,-0.010127458,-0.0021707225,-0.08209234,0.3724813,0.05427175,0.021501968,0.07179108,0.004039039,0.019768376,0.0022923464,0.00083618326,0.0004328333,0.052749604,0.0,0.06505285,0.0,0.07035547,0.16654126,0.2800359,0.10911596,0.01232829,0.18175855,0.0035096526
-0.35885,0.016515842,-0.3157304,-0.056685768,0.016837247,0.0073213424,0.07273561,0.0024086297,0.024834873,-0.011863383,-0.0025328908,0.07418138,0.322918,0.033345513,0.010458759,0.07980569,0.0030017113,-0.035729107,0.0007241857,0.0032513775,0.00011741461,0.05974105,0.0,-0.078353755,0.0,0.051869255,0.14451039,0.2430726,0.08125406,0.0074909907,0.24625313,0.002732804
0.7449413,-0.15775558,0.31732422,-0.032597665,0.0067246277,0.0016037355,-0.015456474,0.007653997,-0.05025097,0.083341785,0.01209092,-0.02117969,-0.29999444,0.09758516,0.041033987,0.04901061,0.00596489,0.011362117,0.0018476704,-0.00040887133,0.0004328333,0.036956344,0.0,-0.021624632,0.0,-0.035216346,0.15310293,0.24458757,-0.18758132,0.0050999075,-0.12758368,-0.010411189
-0.41700357,-0.22005033,-0.087654315,-0.10281088,-0.004837973,0.0013161182,-0.02521167,-0.010306127,-0.031756002,-0.033568174,-0.007902183,-0.025010383,-0.3405416,-0.17214473,-0.045060534,0.02278977,-0.01747988,0.0027128658,-0.0038807918,-0.00074880186,-0.000581131,0.018853465,0.0,-0.037888475,0.0,-0.11951127,-0.43439955,0.14436406,0.05095303,-0.019216802,-0.17749687,0.0028991578
-0.39422068,-0.19872285,-0.06893589,-0.10197658,0.0018421343,0.0032915652,-0.023387412,0.0061777746,0.00728514,-0.02488297,-0.007086923,0.0239357,-0.30653763,-0.1483052,-0.044022277,0.02172401,-0.013485767,0.00468402,-0.0037238412,-0.0003617503,-0.0003704938,0.018654367,0.0,-0.029259196,0.0,-0.039438665,0.059679754,-1.0473301,-0.11496616,0.00023733494,-0.17104481,0.0023581167
0.5255451,0.120181575,0.21431045,-0.047085244,0.010323702,0.0054757413,-0.006844808,0.0021728175,0.02239947,-0.009747127,-0.0019825995,-0.07800769,0.34275728,0.05773252,0.021659268,0.072820365,0.0047862125,0.020156475,0.0027915712,0.00083618326,0.0004328333,0.05332504,0.0,0.058354884,0.0,0.068455234,0.16863334,0.2829993,0.10775709,0.012469654,0.17990682,0.0034290978
-0.63894576,0.1281971,-0.30409074,-0.021440795,-0.0069679925,-0.01807541,0.088905066,-0.0039709206,-0.07681014,-0.010897605,-0.002335606,0.037874844,0.25816345,0.032702316,0.00936056,0.0700581,0.0028959299,-0.02696335,0.0006577953,-0.0029401272,0.00011741461,0.058160692,0.0,-0.05760711,0.0,0.057446096,0.11915186,0.235614,0.06091483,-0.048759483,-0.16303085,0.0021066559
0.58335465,-0.067866914,0.27964717,0.025180923,0.005449399,0.001378875,0.101199634,0.007845097,0.012430252,-0.023963287,-0.0031181779,-0.029765565,-0.30297172,0.12153602,0.045580935,0.049139235,0.009342827,0.013457872,0.0024318986,-0.00077068026,0.0004328333,0.035210088,0.0,-0.030985931,0.0,-0.041590445,0.15291305,0.24271427,-0.19582304,0.0055594314,-0.14206778,-0.015490332
-0.37801597,-0.20975174,-0.06960669,-0.10883489,0.002547523,0.0019167635,-0.024305472,-0.007710889,-0.025994895,-0.025447803,-0.006990166,-0.021799454,-0.3048693,-0.14369218,-0.042316724,0.020356502,-0.0121065155,0.004532512,-0.0037149335,-0.00049727183,-0.0003704938,0.017785434,0.0,-0.027494548,0.0,-0.03694918,0.057142798,-1.0199866,-0.105560526,0.00020419685,-0.16579089,0.002297505
0.6547986,0.012368441,0.33646882,0.060765386,0.00010648195,-0.0026039467,-0.0074614235,0.002017587,0.02074167,-0.008389534,-0.0017314604,0.04204469,0.32858786,0.059643734,0.024280302,0.06779772,0.004993442,0.016575301,0.0029612584,0.0008955306,0.0004328333,0.050508555,0.0,-0.02561598,0.0,-0.03458807,0.1954107,0.28830457,0.10796082,0.012179694,0.1913881,0.0035110964
-0.35273495,-0.12311603,-0.1833992,-0.0902783,0.006613972,-0.0011713884,-0.020794189,0.0014830322,0.01315713,-0.03897014,-0.009391699,-0.059724327,-0.4082069,0.039262325,0.013717973,0.039701726,0.0033896435,0.015335619,0.0007681444,-0.00054983515,7.3888e-05,-0.14770864,0.0,-0.04958503,0.0,-0.038919624,0.12287978,0.20245388,0.07408324,0.0024447774,0.2866071,0.0034313092
-0.3477054,-0.19969156,-0.066816784,-0.10048067,0.0021524616,0.0017162862,0.1542125,0.0044233976,0.0062837517,-0.026356792,-0.006758824,-0.022885518,-0.2682775,-0.14519498,-0.043560017,0.018350514,-0.01209406,0.004310624,-0.0033367253,-0.00017670445,-0.0003704938,0.01717656,0.0,-0.027104096,0.0,-0.03767027,0.058393773,-1.0643231,-0.09500673,-0.013437331,-0.15017074,0.00215066
0.5071183,0.12362804,0.21843518,-0.051837873,0.0102292625,-0.0009833223,-0.0071966755,-0.0037979314,0.024647566,-0.009036258,-0.0018249077,0.08403629,0.35301208,0.0589311,0.022375552,0.07252843,0.0050610197,0.019016843,0.0030161836,0.00016958936,0.0004328333,0.04906474,0.0,0.048666183,0.0,-0.05683548,0.18940601,0.28307253,0.11104844,0.012128447,0.19253217,0.004036491
-0.31593397,-0.08960952,-0.066886626,-0.050931018,0.0064276806,0.004666767,-0.020768335,0.0023924892,0.010455162,-0.015846808,-0.003485309,-0.07272292,0.3813327,0.03358112,0.011387756,0.055835005,0.0030979458,0.013962972,0.00083998695,0.00454279,0.00011741461,0.049502492,0.0,-0.057359423,0.0,-0.05941149,0.16421731,0.2341039,0.09218391,0.005791338,-0.20076278,0.0036052666
0.39720434,-0.32284382,0.21619174,-0.124690525,-0.00015007891,0.0006156869,-0.0150453355,-0.013408761,0.009668961,-0.027287742,-0.0043766964,-0.035773076,-0.4806306,-0.36654088,-0.12891318,0.027355207,-0.032503963,0.0075366125,-0.013335269,-0.0010031626,-0.0021422617,0.022830702,0.0,-0.035433378,0.0,-0.04447988,0.12826478,0.20489338,0.07807033,0.0035585389,-0.15714827,-0.012222508
-0.3132055,-0.1418181,-0.08233784,-0.08155892,-0.02135706,0.0007668466,-0.023835363,0.0011670289,0.010222282,-0.0277902,-0.0067138905,-0.032954406,-0.31691024,0.029608984,0.010463493,-0.10452691,0.0020973904,0.016541498,0.00044244537,0.0005964923,7.3888e-05,-0.08198586,0.0,0.05352094,0.0,-0.08580617,-0.44866815,0.15488927,-0.12756829,-0.0007307732,0.29242876,0.0017844932
0.2772755,0.2187175,0.12399079,0.00017703959,-0.041070618,-0.005694477,-0.0076607717,-0.0012993934,0.018999353,-0.010252237,-0.0024900779,-0.07279632,0.38980243,0.04032353,0.014710013,-0.18954577,0.0023731876,-0.042050257,0.0013330546,-0.0040627,0.00016789991,-0.16191101,0.0,0.049435318,0.0,0.04363094,0.11840856,0.23479798,0.08490956,0.005363743,0.17303428,0.0025111942
0.34010887,-0.012125783,0.11832996,-0.06343144,-0.006684227,-0.0024250257,-0.008939078,-0.0003342175,0.019096458,-0.0112963775,-0.003088867,0.090778835,0.4222104,0.05184157,0.018794043,0.06037201,0.0035298183,0.014484523,0.0026787028,0.0016557357,0.0004328333,0.041434754,0.0,-0.04527312,0.0,-0.050918434,0.1810756,0.26967603,0.11368195,0.010256126,0.23704757,0.0045070513
0.26941457,-0.149795,-0.010848203,-0.076444976,-0.015175469,-0.008026014,-0.011014509,0.0024276967,0.016165968,-0.031127699,-0.0073029236,-0.056247376,-0.46702924,0.05828437,0.020402895,0.040410765,0.003270546,-0.044892963,0.0015651016,0.00071913,0.00016789991,-0.15894637,0.0,0.054396946,0.0,-0.04272357,0.12794854,0.21593015,0.0790915,0.0033147945,0.2755087,0.0027563993
-0.41549605,-0.2229787,-0.084757626,-0.098107815,-0.0046062935,-0.0012912792,-0.025215155,-0.010377601,-0.03171681,-0.03264549,-0.007884483,-0.023472873,-0.34022993,-0.17093126,-0.044588134,0.022596357,-0.017557053,0.0029191426,-0.0038807918,-0.00074058864,-0.000581131,0.018951546,0.0,-0.03735309,0.0,-0.11647189,-0.43943015,0.1446768,0.050805047,-0.018487189,-0.17602414,0.0028991578
-0.24098289,-0.04137736,-0.14646229,-0.04968918,0.0041388683,0.0003366581,-0.0223845,0.0016084617,0.010769689,-0.014089535,-0.0035096456,0.056602277,0.37172866,0.03287043,0.013345397,0.04885109,0.0026985938,0.014184096,0.00066469144,0.00357314,0.00011741461,0.039218377,0.0,-0.056495123,0.0,-0.061734427,0.15697047,0.22840072,-0.2711557,0.0016094319,-0.21020521,0.004158042
-0.39817297,-0.18015243,-0.09426612,-0.09121027,0.0020949247,0.0029835773,-0.023493396,0.0062807007,0.0076917177,-0.024254961,-0.006961432,0.023579521,-0.29488555,-0.1483205,-0.043900494,0.023036877,-0.01360826,0.0048437896,-0.0037238412,-0.000430681,-0.0003704938,0.018825475,0.0,-0.029488975,0.0,-0.03973098,0.059199985,-1.0378721,-0.11371764,0.00024085813,-0.17528434,-0.0068803355
0.551704,0.19422686,0.2557071,-0.04375088,-0.011931496,-0.00050352764,-0.006828109,-0.003487016,-0.094361916,-0.0076415543,-0.0014324774,0.042691987,0.34449053,0.04593003,0.018299622,-0.28066143,0.0035250178,0.020079348,0.0018975169,-0.000523909,0.0004328333,0.0393194,0.0,0.035182618,0.0,0.042304695,0.15225583,0.27490786,0.09298969,0.007515296,0.1605498,0.0033094124
0.38383654,-0.2916121,0.21608667,-0.12403768,0.0022290724,0.0006786606,-0.01697116,0.0067441794,0.009572307,-0.027340882,-0.00414418,-0.02974499,-0.44738162,-0.33985147,-0.12244238,0.02481347,-0.026544087,0.008932691,-0.010379136,-0.0010860614,-0.0021422617,0.018989572,0.0,-0.034982968,0.0,-0.042679194,0.12552053,0.20002538,-0.15824752,0.002818707,-0.14516263,-0.011480113
0.49550483,-0.094553575,0.060997315,-0.058635987,0.010736392,0.00239607,-0.01489487,0.011216137,-0.04924425,-0.021526918,-0.0045768414,-0.039669715,-0.4011829,0.07983277,0.030372787,0.0460947,0.0039806124,0.01270773,0.0015651016,-0.00032731425,0.00016789991,-0.14180776,0.0,-0.03207179,0.0,-0.03757384,0.13953748,0.22068368,0.0803629,0.0032795868,-0.14699961,-0.019992258
0.74025637,-0.035658527,0.3209536,0.032099012,0.0057066143,-0.0002207923,-0.016399883,0.008679114,-0.043158032,-0.016327752,-0.0026414,-0.018007569,-0.31110755,0.09680375,0.038646393,-0.20821716,0.007133995,0.011827114,0.0014125903,-0.0005302627,0.0004328333,0.029138733,0.0,-0.02193031,0.0,-0.030516502,0.15305974,0.23655806,-0.17440248,0.00183224,-0.12960385,-0.0148092
0.33976185,0.0066701607,0.09050998,-0.0236011,0.013404926,0.004333061,-0.010764283,0.001516708,0.014881437,-0.01262949,-0.003336529,-0.07604509,0.43778577,0.04948525,0.019645955,0.060284935,0.0032732072,0.016627524,0.0020873493,0.0016406096,0.0004328333,0.04576668,0.0,0.06680089,0.0,-0.06279176,0.18037547,0.26546338,0.10568684,0.009808654,-0.17526935,0.003896591
-0.29854822,-0.14995037,-0.106649384,-0.08758933,-0.016689563,0.0009146882,-0.02700839,-0.009711558,-0.034323078,-0.029549187,-0.006409274,-0.034179576,-0.32908916,0.03489027,0.01032327,-0.121083885,0.0022362066,0.006522848,0.0006549214,0.0020102782,0.00011741461,0.028191632,0.0,-0.043122772,0.0,0.12020593,-0.3596519,0.16713965,0.056579366,-0.011619509,-0.15002236,0.0017204708
-0.5913338,-0.009316153,-0.20296256,-0.03394975,-0.0013870647,0.0048036175,-0.019747967,-0.003463538,-0.038048375,-0.010170591,-0.0020251835,0.02700348,0.24111012,0.025736257,0.007862724,-0.18055475,0.0022779806,-0.01557565,0.0005580898,0.001280595,0.00011741461,0.03498508,0.0,-0.0462647,0.0,-0.11780902,-0.50385386,0.1722253,0.05232297,-0.001805147,-0.18182474,0.0018793235
-0.3047876,-0.1271807,-0.09875933,-0.018448418,0.0020623812,-0.004098979,-0.02777173,-0.008082503,-0.041582663,0.114138536,0.031427808,-0.019792445,-0.304898,0.04134022,0.012887304,0.033905156,0.0024262625,0.006999802,0.00056743465,0.00032887852,7.3888e-05,-0.0999499,0.0,0.046808593,0.0,-0.10797788,-0.49854034,0.16300441,-0.122675,0.00069868914,-0.16340879,-0.006474827
-0.38108838,-0.20547867,-0.044041313,-0.10685231,0.0018219032,0.0020286755,-0.02399835,-0.007622491,-0.026728502,-0.025204761,-0.007115656,-0.021898746,-0.30796874,-0.14964259,-0.04203853,0.019968018,-0.012150103,0.0045465943,-0.0037149335,-0.0005316574,-0.0003704938,0.017126478,0.0,-0.027186738,0.0,-0.037312493,0.05727271,-1.0199792,-0.10679357,0.000346142,-0.16619864,-0.0066591795
-0.5172382,-0.07217936,-0.14646335,-0.06668018,-0.010695841,-0.004596803,-0.025590565,-0.008227815,-0.028611276,-0.017687054,-0.004511033,0.018482918,-0.2327588,0.024128923,0.008279893,-0.106728435,0.0015137598,-0.014279434,0.0004663489,0.00015966174,5.4101594e-05,-0.074841395,0.0,0.027164316,0.0,-0.027380256,0.05398965,-1.0748703,-0.089455195,-0.0031223095,-0.15848716,-0.004776356
-0.2780527,-0.22693413,-0.046487663,-0.10333258,-0.004542649,0.003617078,-0.019103128,0.0019159978,0.011473217,-0.036021374,-0.008932485,-0.042264387,-0.4010882,-0.2022861,-0.06094742,0.023880338,-0.020805795,0.008072482,-0.004233001,0.00020274852,-0.000581131,0.021565218,0.0,-0.048955258,0.0,-0.097748995,-0.48613778,0.15478714,0.06161321,0.0019138233,0.2881835,0.0027033444
-0.26092568,0.024349634,-0.15751037,-0.030064879,-0.006808281,0.0028267207,-0.019653315,-0.0026602382,-0.047866642,-0.012251216,-0.0029802949,-0.051078342,0.29359984,0.02697495,0.009336198,0.046328265,0.0018907473,0.0149680935,0.0006028736,0.0047576427,0.00011741461,0.03995502,0.0,0.053105175,0.0,0.12036244,-0.46487647,0.19224109,-0.15437731,-0.029583683,-0.14788237,0.0012844848
